"time","Output(1)","Output(2)","Output(3)"
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.1000000000000000,0.0000000000000000,0.3000000000000000,0.3999999999999999
0.2000000000000000,0.0000000000000000,0.6000000000000001,0.7999999999999998
0.3000000000000000,1.1000000000000001,0.9000000000000001,1.1999999999999997
0.4000000000000000,1.2000000000000000,1.2000000000000002,1.5999999999999996
0.5000000000000000,2.7163066260504496,1.5000000000000002,1.9999999999999996
0.6000000000000001,2.9450617738732179,1.8000000000000003,2.3999999999999995
0.7000000000000001,4.3723185021980280,2.1000000000000005,2.7999999999999994
0.8000000000000000,4.7100283391573452,2.4000000000000004,3.1999999999999993
0.9000000000000000,6.0655455364105810,2.7000000000000002,3.5999999999999992
1.0000000000000000,6.4957833152147995,3.0000000000000000,3.9999999999999991
1.1000000000000001,8.5986550584138488,3.2999999999999998,4.3999999999999986
1.2000000000000002,9.1076237000878351,3.5999999999999996,4.7999999999999989
1.3000000000000000,5.1179372833479722,3.8999999999999995,5.1999999999999993
1.4000000000000001,5.2179372833479727,4.1999999999999993,5.5999999999999996
1.5000000000000000,6.8914183799849233,4.4999999999999991,6.0000000000000000
1.6000000000000001,7.1344621160428279,4.7999999999999989,6.4000000000000004
1.7000000000000002,8.6800421451414831,5.0999999999999988,6.8000000000000007
1.8000000000000000,9.0414982714758203,5.3999999999999986,7.2000000000000011
1.9000000000000001,10.4760059386125270,5.6999999999999984,7.6000000000000014
2.0000000000000000,10.9350122050198060,5.9999999999999982,8.0000000000000018
2.1000000000000001,12.2712657604437290,6.2999999999999980,8.4000000000000021
2.2000000000000002,12.8100217803979763,6.5999999999999979,8.8000000000000025
2.3000000000000003,8.5224615808555058,6.8999999999999977,9.2000000000000028
2.4000000000000004,8.6224615808555054,7.1999999999999975,9.6000000000000032
2.5000000000000000,10.2897333248379397,7.4999999999999973,10.0000000000000036
2.6000000000000001,10.5322125742908881,7.7999999999999972,10.4000000000000039
2.7000000000000002,12.0343674871293391,8.0999999999999979,10.8000000000000043
2.8000000000000003,12.3913627059809706,8.3999999999999986,11.2000000000000046
2.9000000000000004,13.7502948991014478,8.6999999999999993,11.6000000000000050
3.0000000000000000,14.1983752974320652,9.0000000000000000,12.0000000000000053
3.1000000000000001,15.4326457753104229,9.3000000000000007,12.4000000000000057
3.2000000000000002,15.9521979990544693,9.6000000000000014,12.8000000000000060
3.3000000000000003,11.8566757616139942,9.9000000000000021,13.2000000000000064
3.4000000000000004,11.9566757616139938,10.2000000000000028,13.6000000000000068
3.5000000000000000,13.4600631798955632,10.5000000000000036,14.0000000000000071
3.6000000000000001,13.6876438542847971,10.8000000000000043,14.4000000000000075
3.7000000000000002,15.0245500854534377,11.1000000000000050,14.8000000000000078
3.8000000000000003,15.3529785377317083,11.4000000000000057,15.2000000000000082
3.9000000000000004,16.5512530552126229,11.7000000000000064,15.6000000000000085
4.0000000000000000,16.9587584225093160,12.0000000000000071,16.0000000000000071
4.1000000000000005,8.1591444818782151,12.3000000000000078,16.4000000000000057
4.2000000000000002,8.6281576165944163,12.6000000000000085,16.8000000000000043
4.2999999999999998,5.0380262694324021,12.9000000000000092,17.2000000000000028
4.4000000000000004,5.1380262694324026,13.2000000000000099,17.6000000000000014
4.5000000000000000,6.4705288822248406,13.5000000000000107,18.0000000000000000
4.6000000000000005,6.6825745742968810,13.8000000000000114,18.3999999999999986
4.7000000000000002,7.8843374342299919,14.1000000000000121,18.7999999999999972
4.8000000000000007,8.1863574142894020,14.4000000000000128,19.1999999999999957
4.9000000000000004,9.2865999805796005,14.7000000000000135,19.5999999999999943
5.0000000000000000,9.6611856502963551,15.0000000000000142,19.9999999999999929
5.1000000000000005,10.6849746938783703,15.3000000000000149,20.3999999999999915
5.2000000000000002,11.1185788521283300,15.6000000000000156,20.7999999999999901
5.3000000000000007,7.8825372696287310,15.9000000000000163,21.1999999999999886
5.4000000000000004,7.9825372696287307,16.2000000000000171,21.5999999999999872
5.5000000000000000,8.8954729571903108,16.5000000000000178,21.9999999999999858
5.6000000000000005,9.0693762015140926,16.8000000000000185,22.3999999999999844
5.7000000000000002,9.9275937888990917,17.1000000000000192,22.7999999999999829
5.8000000000000007,10.1637074280466191,17.4000000000000199,23.1999999999999815
5.9000000000000004,10.9854193993762053,17.7000000000000206,23.5999999999999801
6.0000000000000000,11.2747692505402828,18.0000000000000213,23.9999999999999787
6.1000000000000005,12.0744760466831735,18.3000000000000220,24.3999999999999773
6.2000000000000002,12.4102219837544165,18.6000000000000227,24.7999999999999758
6.3000000000000007,10.1527626130419879,18.9000000000000234,25.1999999999999744
6.4000000000000004,10.2527626130419875,19.2000000000000242,25.5999999999999730
6.5000000000000000,11.3141339956946361,19.5000000000000249,25.9999999999999716
6.6000000000000005,11.5015313941176043,19.8000000000000256,26.3999999999999702
6.7000000000000002,12.5156530706027738,20.1000000000000263,26.7999999999999687
6.8000000000000007,12.7782072215768512,20.4000000000000270,27.1999999999999673
6.9000000000000004,13.7570860396597858,20.7000000000000277,27.5999999999999659
7.0000000000000000,14.0847606149164868,21.0000000000000284,27.9999999999999645
7.1000000000000005,7.2286244040154353,21.3000000000000291,28.3999999999999631
7.2000000000000002,7.6130448043804746,21.6000000000000298,28.7999999999999616
7.3000000000000007,4.8688408007300783,21.9000000000000306,29.1999999999999602
7.4000000000000004,4.9688408007300788,22.2000000000000313,29.5999999999999588
7.5000000000000000,6.2113870632307595,22.5000000000000320,29.9999999999999574
7.6000000000000005,6.4152549052762753,22.8000000000000327,30.3999999999999559
7.7000000000000002,7.5786351279645263,23.1000000000000334,30.7999999999999545
7.8000000000000007,7.8697313682502914,23.4000000000000341,31.1999999999999531
7.9000000000000004,8.9637215086615747,23.7000000000000348,31.5999999999999517
8.0000000000000000,9.3278081035042035,24.0000000000000355,31.9999999999999503
8.0999999999999996,10.3591070603158464,24.3000000000000362,32.3999999999999488
8.2000000000000011,10.7838493244283846,24.6000000000000369,32.7999999999999474
8.3000000000000007,7.6364266833029824,24.9000000000000377,33.1999999999999460
8.4000000000000004,7.7364266833029820,25.2000000000000384,33.5999999999999446
8.5000000000000000,9.0263156614071480,25.5000000000000391,33.9999999999999432
8.5999999999999996,9.2344873866893451,25.8000000000000398,34.3999999999999417
8.7000000000000011,10.4032529936455269,26.1000000000000405,34.7999999999999403
8.8000000000000007,10.6987514354435405,26.4000000000000412,35.1999999999999389
8.9000000000000004,11.7599645548725444,26.7000000000000419,35.5999999999999375
9.0000000000000000,12.1250734219097396,27.0000000000000426,35.9999999999999361
9.0999999999999996,13.0900224716568339,27.3000000000000433,36.3999999999999346
9.2000000000000011,13.5096622643949296,27.6000000000000441,36.7999999999999332
9.3000000000000007,10.4132643370139828,27.9000000000000448,37.1999999999999318
9.4000000000000004,10.5132643370139824,28.2000000000000455,37.5999999999999304
9.5000000000000000,11.6731371920833595,28.5000000000000462,37.9999999999999289
9.6000000000000014,11.8694892698169401,28.8000000000000469,38.3999999999999275
9.7000000000000011,12.8948158016459402,29.1000000000000476,38.7999999999999261
9.8000000000000007,13.1665291933881949,29.4000000000000483,39.1999999999999247
9.9000000000000004,14.0772119904564299,29.7000000000000490,39.5999999999999233
10.0000000000000000,14.4070135099555898,30.0000000000000497,39.9999999999999218
10.1000000000000014,7.1118459238132727,30.3000000000000504,40.3999999999999204
10.2000000000000011,7.4856500987053884,30.6000000000000512,40.7999999999999190
10.3000000000000007,4.8476083497842311,30.9000000000000519,41.1999999999999176
10.4000000000000004,4.9476083497842316,31.2000000000000526,41.5999999999999162
10.5000000000000000,6.3184348091431701,31.5000000000000533,41.9999999999999147
10.6000000000000014,6.5339644872667106,31.8000000000000540,42.3999999999999133
10.7000000000000011,7.7616621127573771,32.1000000000000512,42.7999999999999119
10.8000000000000007,8.0692070588233840,32.4000000000000483,43.1999999999999105
10.9000000000000004,9.1832576083706794,32.7000000000000455,43.5999999999999091
11.0000000000000000,9.5641212456622569,33.0000000000000426,43.9999999999999076
11.1000000000000014,10.5901022777341360,33.3000000000000398,44.3999999999999062
11.2000000000000011,11.0296129509148333,33.6000000000000369,44.7999999999999048
11.3000000000000007,7.7345062191078711,33.9000000000000341,45.1999999999999034
11.4000000000000004,7.8345062191078707,34.2000000000000313,45.5999999999999019
11.5000000000000000,9.1323693952208789,34.5000000000000284,45.9999999999999005
11.6000000000000014,9.3412660475947895,34.8000000000000256,46.3999999999998991
11.7000000000000011,10.5390885615852241,35.1000000000000227,46.7999999999998977
11.8000000000000007,10.8378875650151816,35.4000000000000199,47.1999999999998963
11.9000000000000004,11.9621122271438445,35.7000000000000171,47.5999999999998948
12.0000000000000000,12.3359499268191399,36.0000000000000142,47.9999999999998934
12.1000000000000014,13.4082854759226784,36.3000000000000114,4.4000000000000004
12.2000000000000011,13.8456229800914503,36.6000000000000085,4.8000000000000007
12.3000000000000007,10.5722479384037378,36.9000000000000057,5.2000000000000011
12.4000000000000004,10.6722479384037374,37.2000000000000028,5.6000000000000014
12.5000000000000000,12.0791053919087208,37.5000000000000000,6.0000000000000018
12.6000000000000014,12.2979106149546276,37.7999999999999972,6.4000000000000021
12.7000000000000011,13.6238362560353288,38.0999999999999943,6.8000000000000025
12.8000000000000007,13.9432887898116729,38.3999999999999915,7.2000000000000028
12.9000000000000004,15.2083943844830074,38.6999999999999886,7.6000000000000032
13.0000000000000000,15.6138153783407141,38.9999999999999858,8.0000000000000036
13.1000000000000014,8.2735856400051428,39.2999999999999829,8.4000000000000039
13.2000000000000011,8.7530025163692464,39.5999999999999801,8.8000000000000043
13.3000000000000007,5.0588337527282086,39.8999999999999773,9.2000000000000046
13.4000000000000004,5.1588337527282082,40.1999999999999744,9.6000000000000050
13.5000000000000000,6.7564342082817550,40.4999999999999716,10.0000000000000053
13.6000000000000014,6.9925797042411677,40.7999999999999687,10.4000000000000057
13.7000000000000011,8.4868092867336795,41.0999999999999659,10.8000000000000060
13.8000000000000007,8.8373260632870103,41.3999999999999631,11.2000000000000064
13.9000000000000004,10.2444941307882935,41.6999999999999602,11.6000000000000068
14.0000000000000000,10.6910701156096213,41.9999999999999574,12.0000000000000071
14.1000000000000014,12.0229835667183451,42.2999999999999545,12.4000000000000075
14.2000000000000011,12.5500447757476188,42.5999999999999517,12.8000000000000078
14.3000000000000007,8.3794326854548942,42.8999999999999488,13.2000000000000082
14.4000000000000004,8.4794326854548938,43.1999999999999460,13.6000000000000085
14.5000000000000000,10.1741566312865643,43.4999999999999432,14.0000000000000089
14.6000000000000014,10.4191315354530794,43.7999999999999403,14.4000000000000092
14.7000000000000011,11.9671280061183190,44.0999999999999375,14.8000000000000096
14.8000000000000007,12.3305594163301748,44.3999999999999346,15.2000000000000099
14.9000000000000004,13.7503599145834929,44.6999999999999318,15.6000000000000103
15.0000000000000000,14.2098248782536611,44.9999999999999289,16.0000000000000107
